,bricolage,chambre,diamant,décoration,facile,haute,lampe,led,lumière,maison,matériel,mur,noël,pc,peinture,plaît,produit,qualité,résine,toile,category_code
2558,4,1,12,2,1,1,0,0,2,0,1,0,0,3,7,1,1,2,5,5,2060
2559,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,2,0,0,2060
2560,0,0,0,1,0,0,0,0,0,1,1,0,7,1,0,1,0,0,0,0,2060
2561,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2060
2562,1,0,8,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,3,3,2060
2563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2564,0,1,0,1,2,0,0,0,0,2,0,5,0,0,1,3,0,1,0,0,2060
2565,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2060
2566,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
2567,9,2,12,1,0,0,0,0,1,3,1,0,0,0,15,2,0,0,3,1,2060
2568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,2060
2569,5,1,12,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
2570,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2060
2571,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
2572,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2060
2573,0,1,0,3,0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,2060
2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
2576,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
2577,3,0,0,0,1,1,0,0,3,0,1,2,0,1,0,3,2,1,0,0,2060
2578,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
2579,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
2580,2,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,7,2,0,0,2060
2581,0,0,0,0,0,1,6,2,1,0,1,0,0,0,0,0,0,0,0,0,2060
2582,0,1,0,4,0,0,0,3,2,2,0,0,6,0,0,0,4,0,0,0,2060
2583,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2060
2584,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,2060
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2586,5,1,11,4,1,1,0,0,2,0,1,0,0,0,8,1,1,2,5,5,2060
2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
2588,0,0,0,0,1,1,0,4,0,1,0,0,0,2,0,0,0,1,0,0,2060
2589,0,0,0,0,0,0,2,5,6,1,0,0,0,0,0,0,0,0,0,0,2060
2590,0,0,0,1,1,1,0,0,0,0,1,0,8,0,0,0,0,1,0,0,2060
2591,0,1,0,1,1,3,13,3,7,0,1,0,1,1,0,0,4,0,0,0,2060
2592,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2593,0,1,0,0,1,1,0,4,5,0,0,0,0,1,0,0,0,1,0,0,2060
2594,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
2595,2,0,0,2,1,0,0,0,0,0,1,0,9,2,0,0,1,0,0,0,2060
2596,0,1,0,2,0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,2060
2597,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2060
2598,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2060
2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2601,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
2602,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,2,0,2,2060
2603,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,1,0,0,0,2060
2604,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2060
2605,0,1,0,2,1,0,0,0,0,2,0,4,0,0,0,3,0,1,0,0,2060
2606,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2060
2607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
2608,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
2609,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2060
2610,0,0,0,5,0,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,2060
2611,0,0,0,4,0,0,0,4,2,1,1,0,0,0,0,2,2,0,0,0,2060
2612,0,1,0,0,0,0,0,0,0,0,0,10,0,0,6,4,7,0,0,0,2060
2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2614,0,2,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,2060
2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2616,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2060
2617,0,2,0,1,0,1,0,4,3,1,1,0,7,0,0,1,0,1,0,0,2060
2618,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
2619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2060
2620,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,2060
2621,9,2,12,2,0,0,0,0,1,3,1,0,0,0,15,2,0,0,3,1,2060
2622,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2060
2623,0,0,0,1,0,2,0,0,0,0,1,0,5,1,1,0,0,2,0,0,2060
2624,4,1,12,3,0,1,0,0,2,1,0,0,0,3,5,1,0,1,6,1,2060
2625,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2060
2626,0,1,0,0,3,0,0,0,2,0,1,0,2,1,0,0,0,1,0,0,2060
2627,0,0,0,0,1,0,0,3,7,0,1,0,0,0,0,6,1,0,0,0,2060
2628,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2060
2629,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2060
2630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2631,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2060
2632,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2060
2633,0,0,0,0,0,2,0,11,3,0,0,0,0,0,0,0,0,1,0,0,2060
2634,0,0,0,0,0,0,3,3,4,0,1,0,0,0,0,0,1,0,0,0,2060
2635,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2060
2636,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
2637,1,0,0,2,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,2060
2638,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2060
2639,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2060
2640,0,2,0,4,0,2,0,0,1,3,0,2,0,0,2,2,1,2,0,3,2060
2641,0,0,0,3,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,2060
2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2060
2643,0,0,0,1,1,1,2,4,3,0,1,1,0,1,0,0,1,0,0,0,2060
2644,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2060
2645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
2646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
2647,1,0,9,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,3,3,2060
2648,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2650,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,2060
2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2652,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2060
2653,0,0,0,1,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,2060
2654,0,0,0,1,1,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2060
2655,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2060
2656,2,1,22,9,0,1,0,0,1,8,1,0,0,22,13,0,7,0,6,8,2060
2657,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,1,0,0,0,2060
2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2659,0,0,0,1,1,0,0,0,1,0,1,0,5,1,0,1,1,0,0,0,2060
2660,5,1,11,4,1,1,0,0,2,0,1,0,0,0,8,1,1,2,5,5,2060
2661,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2060
2662,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2663,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,1,1,5,4,2060
2664,0,2,0,2,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,2060
2665,0,0,0,2,0,0,1,10,6,1,1,0,0,0,0,0,0,0,0,0,2060
2666,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2060
2667,1,0,0,2,1,3,0,9,1,2,0,0,0,0,0,0,0,1,0,0,2060
2668,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2670,0,0,0,3,1,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,2060
2671,1,0,0,3,0,2,0,0,1,2,1,0,0,0,0,1,1,1,0,0,2060
2672,0,1,0,1,0,1,0,0,0,2,0,1,0,0,1,2,0,1,0,0,2060
2673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2674,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2060
2675,3,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,1,0,0,2060
2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2677,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2060
2678,0,1,0,1,1,0,8,3,4,1,0,0,0,0,0,0,0,0,0,0,2060
2679,0,4,0,3,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2060
2680,0,0,0,2,1,1,0,0,0,1,0,2,0,0,0,1,2,1,0,0,2060
2681,9,2,12,1,0,0,0,0,1,3,1,0,0,0,15,2,0,0,3,1,2060
2682,0,1,0,1,0,1,0,0,2,2,0,0,0,2,0,0,0,1,0,0,2060
2683,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2060
2684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
2685,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2060
2686,0,3,0,3,0,0,0,0,0,4,1,0,4,0,0,0,0,0,0,0,2060
2687,3,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2060
2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2689,0,0,0,0,1,0,0,3,3,0,0,1,6,0,0,0,0,0,0,0,2060
2690,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,2060
2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2692,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,1,0,1,0,0,2060
2693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2694,5,1,11,4,1,1,0,0,2,0,1,0,0,0,8,1,1,2,5,4,2060
2695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
2696,0,0,0,1,0,1,1,4,3,0,0,0,0,0,0,0,0,1,0,0,2060
2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2698,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
2699,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,2060
2700,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
2701,0,0,0,0,0,3,3,1,4,1,0,0,0,0,0,0,0,2,0,0,2060
2702,0,0,0,0,1,1,1,3,7,0,0,0,3,4,0,0,2,1,0,0,2060
2703,5,1,11,4,1,1,0,0,2,0,1,0,0,0,8,1,1,2,5,5,2060
2704,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2060
2705,3,0,0,0,1,1,0,0,3,0,1,2,2,1,0,3,2,1,0,0,2060
2706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2060
2707,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
2708,2,3,0,3,0,1,0,0,0,6,0,0,0,0,0,2,2,1,0,0,2060
2709,2,1,0,3,2,0,0,0,0,1,1,4,0,1,0,0,0,1,0,0,2060
2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2711,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2060
2712,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,4,2060
2713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2060
2714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
2715,0,0,3,0,0,1,6,5,5,0,0,0,0,0,0,2,0,1,0,0,2060
2716,0,4,0,2,1,0,0,0,1,1,1,0,0,0,7,3,2,0,0,1,2060
2717,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2060
2718,0,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,2060
2719,0,0,0,0,0,1,0,4,6,0,0,0,2,2,0,0,0,0,0,0,2060
2720,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0,2060
2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2722,0,0,0,4,0,1,0,0,0,1,0,2,4,0,0,0,0,0,0,0,2060
2723,0,0,0,1,1,1,2,2,0,1,1,0,0,0,0,0,0,1,0,0,2060
2724,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2060
2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2726,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,2060
2727,0,0,0,5,1,0,0,0,0,0,1,0,14,2,0,1,0,0,0,0,2060
2728,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,2060
2729,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2060
2730,0,0,0,2,2,2,2,10,8,2,0,0,0,0,0,1,0,1,0,0,2060
2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2732,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,2060
2733,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2060
2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2735,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2060
2736,3,0,7,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,3,3,2060
2737,0,0,0,0,0,0,1,4,1,0,0,1,0,1,0,1,1,1,0,0,2060
2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2739,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
2740,0,0,0,2,0,1,0,0,0,0,0,0,8,1,0,0,0,1,0,0,2060
2741,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2060
2742,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2060
2743,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2060
2744,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2060
2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2746,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
2747,0,0,0,5,0,1,0,0,0,0,1,0,7,5,0,0,0,1,0,0,2060
2748,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2060
2749,0,2,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,0,0,2060
2750,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
2751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
2752,5,1,8,2,1,1,0,0,2,0,1,0,0,3,7,1,1,2,5,5,2060
2753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2060
2754,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2060
2755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2756,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,2060
2757,0,0,0,0,2,0,2,6,11,1,1,0,0,0,0,0,1,0,0,0,2060
2758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2759,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
2760,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2060
2761,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,1,0,0,0,2060
2762,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2764,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2060
2765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
2766,3,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,2060
2767,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2060
2768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2060
2769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
2770,0,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,2060
2771,0,0,0,0,0,0,4,1,4,0,1,1,1,0,0,0,2,0,0,0,2060
2772,0,0,0,2,0,1,0,1,0,1,0,1,4,1,0,0,0,0,0,0,2060
2773,0,2,0,1,0,1,0,1,1,0,0,0,1,2,0,0,0,1,0,0,2060
2774,0,0,0,0,1,1,0,4,1,1,0,0,0,2,0,0,0,1,0,0,2060
2775,1,0,1,3,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,2060
2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2777,0,1,0,1,1,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,2060
2778,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2060
2779,0,0,0,2,0,1,0,1,1,3,1,0,0,0,0,1,0,2,0,0,2060
2780,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
2781,0,0,0,0,1,1,0,0,0,0,1,0,7,1,0,0,1,1,0,0,2060
2782,0,0,0,3,0,1,0,0,0,0,1,0,6,0,0,0,0,1,0,0,2060
2783,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,3,2060
2784,0,1,0,1,0,0,6,2,0,0,1,0,0,0,0,2,1,0,0,0,2060
2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2786,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2060
2787,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
2788,0,0,0,2,0,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0,2060
2789,0,0,0,0,2,0,2,4,0,2,0,2,0,0,0,0,1,0,0,0,2060
2790,2,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2060
2791,0,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,2060
2792,0,0,0,0,1,1,2,3,4,0,1,0,3,0,0,0,0,1,0,0,2060
2793,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0,0,2060
2794,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2060
2795,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2060
2796,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2060
2797,0,0,0,0,1,1,3,3,2,0,1,3,0,0,0,0,1,0,0,0,2060
2798,0,2,0,2,0,1,5,1,2,0,0,0,1,0,0,0,0,1,0,0,2060
2799,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2060
2800,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2060
2801,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2803,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2060
2804,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2805,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,3,0,0,2060
2806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2807,0,0,0,0,2,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,2060
2808,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,2060
2809,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2060
2810,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
2811,2,1,0,2,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2060
2812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2060
2813,0,0,0,2,0,1,0,0,0,1,1,0,5,0,0,1,0,1,0,0,2060
2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
2816,0,1,2,2,0,0,3,4,1,3,1,0,3,0,0,0,0,0,0,0,2060
2817,0,4,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,2060
2818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
2819,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2060
2820,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2060
2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2822,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2060
2823,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
2824,2,1,0,3,2,0,0,0,0,1,1,4,0,1,0,0,0,1,0,0,2060
2825,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,3,2060
2826,0,1,0,2,0,0,0,3,3,1,0,0,3,0,0,0,0,0,0,0,2060
2827,0,1,0,2,0,1,0,0,0,0,1,2,2,1,0,0,0,1,0,0,2060
2828,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,2060
2829,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2060
2830,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,2060
2831,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,2060
2832,0,0,0,2,1,1,0,0,0,1,0,2,1,0,0,1,3,0,0,0,2060
2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2834,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2060
2835,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2060
2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2837,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
2838,0,1,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,1,0,2060
2839,1,1,14,3,0,1,0,0,2,3,0,0,0,1,6,0,0,1,6,0,2060
2840,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,2060
2841,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,2060
2842,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2060
2843,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,1,1,5,4,2060
2844,1,0,0,1,3,2,8,13,9,0,0,0,0,0,0,8,0,1,0,0,2060
2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2848,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4,2,0,0,2060
2849,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2060
2850,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
2851,2,0,0,7,0,3,0,0,0,13,0,0,0,0,0,0,9,2,0,0,2060
2852,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,2,0,0,2060
2853,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2060
2854,0,0,0,5,0,1,0,0,0,0,1,0,3,1,0,0,0,1,0,0,2060
2855,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
2856,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
2857,0,0,0,0,0,1,0,6,5,0,1,0,0,1,0,1,0,1,0,0,2060
2858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2060
2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
