,amd,compatible,connexion,core,directx,disque,espace,geforce,ghz,go,hd,intel,internet,jeu,nvidia,processeur,radeon,requise,système,windows,category_code
616,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
618,0,0,1,0,1,0,1,1,1,2,1,0,1,6,0,1,1,1,1,3,2905
619,0,0,1,2,1,6,4,3,0,0,0,3,1,3,0,1,0,1,4,2,2905
620,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
621,6,2,1,2,6,0,0,4,2,0,2,2,1,4,4,0,2,2,0,12,2905
622,0,0,1,0,2,1,1,0,1,1,0,0,1,4,0,0,0,2,1,1,2905
623,0,0,1,0,0,0,2,1,1,4,0,0,1,5,1,1,0,2,3,3,2905
624,0,0,1,3,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,3,2905
625,0,2,3,3,2,2,2,2,2,0,0,3,5,2,2,2,0,1,2,4,2905
626,12,2,1,6,4,0,0,4,4,0,2,6,1,2,4,0,8,1,0,12,2905
627,3,0,1,2,2,0,0,2,1,0,0,2,1,4,2,0,1,1,1,8,2905
628,3,2,1,2,3,0,4,2,0,5,1,2,1,6,1,2,2,1,3,6,2905
629,6,0,1,6,0,0,0,6,6,0,9,3,1,5,0,6,6,2,5,8,2905
630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
633,1,1,1,0,1,0,0,0,1,0,0,1,1,8,0,0,0,2,0,1,2905
634,0,2,1,0,2,0,1,0,1,1,0,1,1,6,0,0,0,2,1,4,2905
635,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2905
636,3,2,2,2,2,0,3,2,0,5,1,2,2,3,1,3,2,2,3,6,2905
637,0,0,1,1,0,2,2,0,0,0,1,2,1,5,0,0,0,2,1,0,2905
638,4,2,1,2,2,2,2,2,4,2,1,2,3,10,2,2,2,4,0,2,2905
639,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,1,2905
640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
642,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,2,2905
643,0,0,0,2,0,0,0,0,0,3,0,0,2,4,0,1,0,1,2,2,2905
644,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
645,2,3,2,1,2,1,1,1,2,1,1,1,1,5,0,1,1,1,1,7,2905
646,2,2,1,1,1,0,0,2,2,2,4,1,1,5,2,1,2,2,1,5,2905
647,0,0,1,2,0,2,0,2,2,0,0,2,3,6,2,2,0,3,0,4,2905
648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
650,0,2,1,3,0,0,0,3,1,0,4,3,1,3,3,0,2,2,0,3,2905
651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
652,1,3,2,0,4,1,1,2,2,1,0,0,2,7,1,1,1,2,5,2,2905
653,1,1,1,2,0,3,1,5,3,4,2,3,4,3,5,1,3,1,3,3,2905
654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
655,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2905
656,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
657,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,2,0,2,2905
658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
659,2,2,1,2,2,0,0,0,2,0,2,2,3,4,2,0,2,1,3,6,2905
660,1,0,1,0,0,0,0,0,0,0,0,1,3,8,0,2,0,2,0,3,2905
661,4,2,1,2,5,0,0,2,2,0,1,2,1,2,2,2,2,2,3,6,2905
662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
663,0,2,1,0,2,0,0,0,0,0,0,0,1,4,0,1,0,2,1,1,2905
664,16,0,1,5,8,0,0,6,8,0,3,4,1,3,12,0,3,1,0,4,2905
665,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
666,4,4,1,2,4,0,5,2,2,0,2,2,1,6,2,2,2,2,2,8,2905
667,0,0,2,2,0,1,2,4,0,2,14,7,5,9,4,2,4,1,2,0,2905
668,0,4,1,0,4,0,0,0,0,0,0,0,1,6,0,0,0,2,0,3,2905
669,9,2,8,6,2,8,4,5,6,6,9,9,5,11,6,6,6,4,10,14,2905
670,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2905
671,1,0,1,3,0,0,0,4,0,0,4,1,1,2,2,0,0,2,0,4,2905
672,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2905
673,1,2,3,1,4,2,2,2,0,6,2,2,3,4,0,1,2,2,2,3,2905
674,0,0,1,2,0,0,0,0,2,0,0,0,1,3,0,0,0,1,1,4,2905
675,1,0,1,2,0,0,0,0,1,0,0,1,1,4,0,0,0,1,1,2,2905
676,2,3,1,1,4,0,2,2,2,8,2,1,1,7,2,0,2,2,3,6,2905
677,0,2,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,3,2905
678,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
680,2,1,1,2,4,1,0,2,2,5,0,2,1,6,2,0,2,1,3,10,2905
681,2,2,1,2,2,0,0,2,1,0,1,2,3,2,0,0,2,1,0,4,2905
682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
683,0,3,1,0,4,0,0,0,0,0,0,0,3,4,0,0,0,1,0,10,2905
684,3,0,1,2,1,0,0,2,2,0,1,2,3,5,2,0,2,1,3,6,2905
685,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
686,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2905
687,4,2,1,2,0,2,0,3,0,0,1,2,1,5,3,2,2,2,2,8,2905
688,0,0,1,2,0,0,4,0,0,8,0,2,1,2,0,1,0,2,5,3,2905
689,3,0,1,3,0,0,0,3,0,0,3,0,1,2,0,0,3,2,0,2,2905
690,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
691,7,0,1,6,2,0,0,6,4,0,6,12,6,3,6,0,6,1,0,4,2905
692,4,4,2,2,2,4,3,2,0,0,1,2,2,4,2,2,2,1,2,8,2905
693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
694,2,1,4,1,4,0,0,5,2,2,5,1,2,4,3,1,6,1,1,4,2905
695,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
696,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,1,0,2,0,0,2905
697,4,0,1,2,2,0,0,2,2,0,2,2,1,2,2,0,2,2,0,2,2905
698,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,2905
699,2,1,1,2,4,1,0,2,2,5,0,2,1,6,2,0,2,1,3,10,2905
700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
701,2,4,1,1,2,0,0,0,2,0,0,2,1,1,0,2,0,2,2,5,2905
702,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
703,4,0,1,2,4,0,2,2,2,4,1,2,1,2,2,2,2,2,2,6,2905
704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
705,0,1,1,3,0,0,0,3,0,2,16,5,3,6,6,2,3,2,1,0,2905
706,0,2,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,1,2,1,2905
707,4,0,1,2,2,0,0,0,2,0,2,2,1,3,2,0,2,2,0,3,2905
708,2,0,1,0,0,0,0,4,4,8,4,0,1,4,4,3,4,2,4,2,2905
709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
710,0,2,2,0,3,0,1,0,4,1,0,0,2,9,0,1,0,2,1,2,2905
711,0,0,1,3,0,6,4,0,3,0,0,0,1,4,0,1,0,1,3,2,2905
712,1,0,2,1,1,2,1,1,0,0,1,2,2,2,0,0,1,1,1,2,2905
713,3,0,1,3,1,0,0,3,3,1,3,3,1,2,3,0,0,2,3,2,2905
714,2,2,0,0,3,1,1,1,2,2,1,1,0,3,1,1,1,1,1,4,2905
715,5,2,1,1,3,0,0,4,3,2,13,2,1,4,3,2,7,2,2,10,2905
716,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,2905
717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
718,4,2,1,2,2,2,0,4,3,2,0,2,1,3,3,2,2,1,2,8,2905
719,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2905
720,0,0,2,0,1,1,0,1,1,0,1,0,1,4,1,0,1,3,1,1,2905
721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
722,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2905
723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
724,0,4,1,2,5,2,0,0,2,0,0,0,1,3,0,0,0,2,2,2,2905
725,1,4,1,2,4,0,2,0,3,5,0,2,1,3,0,1,0,2,2,4,2905
726,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
728,1,2,1,2,3,0,1,2,3,0,3,0,1,5,3,3,3,2,3,6,2905
729,2,0,1,3,0,0,2,0,3,2,2,3,1,5,2,1,0,2,4,2,2905
730,0,0,1,0,0,2,2,0,2,4,0,0,1,4,2,3,0,2,2,3,2905
731,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
732,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
733,3,2,2,2,2,0,3,2,0,5,1,2,2,3,1,3,2,2,2,6,2905
734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
735,3,2,3,0,0,0,2,2,0,4,1,2,5,3,3,1,2,1,2,6,2905
736,1,1,1,0,2,1,1,1,1,1,0,1,1,5,1,2,1,2,1,2,2905
737,4,2,1,2,2,0,0,0,4,6,0,2,1,5,2,0,0,1,2,4,2905
738,5,2,1,6,2,1,6,5,6,17,5,6,1,7,5,5,5,1,6,4,2905
739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
740,0,0,1,0,0,6,3,0,0,0,0,0,1,6,0,3,0,1,3,2,2905
741,0,0,1,0,0,0,0,0,3,0,0,0,1,2,0,0,0,2,0,6,2905
742,0,0,1,0,0,0,0,1,1,0,1,0,1,3,1,0,1,2,0,1,2905
743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
744,1,0,1,4,0,0,0,0,0,0,0,4,1,4,1,0,0,2,0,2,2905
745,2,2,1,4,2,0,0,0,4,0,2,0,3,4,0,0,0,2,1,2,2905
746,2,4,1,3,4,2,2,2,2,5,1,3,1,3,2,0,1,2,4,2,2905
747,0,0,1,2,0,0,0,2,0,2,0,0,1,3,0,2,0,2,2,2,2905
748,0,2,1,2,0,4,3,0,0,0,0,2,1,2,0,2,0,2,2,2,2905
749,1,0,1,1,1,0,1,1,2,2,1,1,1,5,1,1,1,2,1,3,2905
750,0,2,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,1,0,1,2905
751,4,0,1,2,0,0,0,0,0,5,1,2,1,8,2,2,2,1,3,4,2905
752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
753,0,0,1,0,0,0,2,0,0,0,0,0,1,4,0,0,0,1,0,10,2905
754,1,1,1,0,1,0,2,1,1,1,0,2,1,3,1,1,1,2,2,0,2905
755,0,1,0,0,1,1,0,1,1,2,0,0,0,2,0,1,0,1,0,3,2905
756,4,0,1,1,2,0,0,1,0,0,1,2,1,4,2,0,1,1,0,8,2905
757,1,0,1,1,0,0,0,5,0,0,1,5,1,4,0,0,3,1,0,6,2905
758,1,0,1,0,0,1,1,0,2,1,0,0,1,9,0,1,0,2,1,3,2905
759,0,1,1,0,2,0,0,1,1,1,0,1,1,3,1,1,1,2,2,1,2905
760,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,2,4,3,2905
761,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,1,2905
762,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
763,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2905
764,4,0,1,2,0,0,2,0,0,8,0,2,1,3,2,2,2,1,2,4,2905
765,4,2,2,3,2,2,2,0,3,5,2,2,2,12,2,2,0,1,2,10,2905
766,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2,4,3,2905
767,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
768,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2905
769,0,1,2,0,1,1,0,2,1,1,0,1,3,5,1,0,1,2,1,2,2905
770,0,0,1,0,0,0,2,0,0,4,0,0,1,4,0,0,0,2,3,0,2905
771,0,0,0,0,0,1,1,1,1,1,0,1,0,4,1,0,0,1,2,1,2905
772,0,0,1,0,2,1,2,2,0,2,0,0,1,5,0,2,2,2,1,1,2905
773,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
774,4,2,7,6,2,12,6,6,2,0,3,6,7,3,6,1,6,1,6,4,2905
775,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,2,1,2905
776,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,1,0,2,1,1,2905
777,1,2,1,0,3,1,1,0,1,2,1,1,1,4,0,2,1,2,2,4,2905
778,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
779,0,1,1,0,0,0,0,0,1,0,1,1,1,3,0,0,0,2,1,1,2905
780,1,0,0,1,2,0,0,1,1,0,1,1,0,4,1,0,1,2,1,4,2905
781,0,2,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0,1,1,5,2905
782,2,2,1,2,3,0,0,2,4,0,1,2,2,12,2,0,2,2,4,8,2905
783,2,3,1,1,2,0,0,0,2,0,0,2,3,4,1,0,1,1,0,4,2905
784,1,1,0,1,3,0,0,1,0,0,0,1,0,4,1,1,1,1,1,1,2905
785,0,4,1,0,5,2,2,1,1,5,0,1,1,3,2,4,1,1,2,4,2905
786,3,2,1,4,4,0,0,4,3,0,1,4,1,2,4,0,4,2,0,6,2905
787,4,2,1,2,2,2,0,4,3,2,0,2,1,3,3,2,2,1,2,8,2905
788,0,1,1,0,1,1,1,0,1,2,0,1,1,2,0,0,0,2,1,1,2905
789,0,0,1,1,0,0,0,2,1,0,1,0,1,2,0,1,0,2,1,5,2905
790,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
791,2,2,3,1,5,2,2,2,3,5,2,2,3,4,1,2,2,2,2,4,2905
792,0,4,1,2,2,0,2,2,2,4,2,0,1,4,2,2,2,1,3,8,2905
793,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,2,2905
794,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,2,2905
795,3,0,1,4,0,8,6,2,4,3,0,3,1,4,0,5,1,3,4,3,2905
796,2,2,1,2,2,0,0,2,2,0,0,2,1,4,0,0,0,2,0,6,2905
797,8,0,1,4,4,4,0,4,6,0,2,4,5,2,4,4,4,2,4,12,2905
798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
799,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2905
800,2,0,1,2,2,4,3,2,1,0,2,2,1,3,0,2,2,2,2,2,2905
801,2,2,1,3,0,3,3,3,2,0,3,3,1,3,3,0,3,1,3,2,2905
802,0,0,3,3,0,2,2,1,3,0,0,3,3,6,0,0,0,1,0,4,2905
803,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
804,2,0,2,3,2,2,2,2,2,0,0,0,5,2,2,0,2,1,2,4,2905
805,0,3,0,0,2,0,1,0,1,2,0,0,0,10,0,1,0,1,1,2,2905
806,4,0,1,2,0,0,0,2,3,0,0,2,3,10,2,0,2,1,0,4,2905
807,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,2,2905
808,4,0,1,2,0,4,3,2,0,0,0,2,1,3,2,2,1,1,2,4,2905
809,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2905
810,2,0,2,0,0,2,1,1,0,0,0,1,2,4,1,0,1,1,1,3,2905
811,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,4,2905
812,4,2,1,2,3,0,0,4,3,0,8,2,3,5,2,0,4,1,0,8,2905
813,0,2,1,3,1,2,3,0,0,6,4,6,1,3,0,2,0,1,3,2,2905
814,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
815,0,1,1,3,1,0,0,2,2,0,0,0,2,5,2,0,0,1,1,2,2905
816,7,0,1,6,0,0,6,6,4,15,6,6,1,3,4,6,6,1,6,4,2905
817,0,2,1,0,2,1,1,0,1,2,0,0,1,7,1,0,0,2,1,1,2905
818,0,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,2905
819,9,3,1,4,0,0,6,4,4,12,5,6,7,3,6,1,1,3,5,5,2905
820,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
821,0,0,1,0,1,0,0,1,0,1,0,0,1,5,1,1,1,2,1,1,2905
822,0,1,1,0,0,0,0,0,1,0,1,1,1,4,0,0,0,2,1,1,2905
823,0,1,1,1,1,0,0,1,1,0,1,1,1,4,1,0,0,2,0,1,2905
824,7,0,1,2,2,0,0,4,4,0,1,2,3,3,4,0,3,1,0,6,2905
825,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
826,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,1,2905
827,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
828,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2905
829,4,6,1,1,4,4,2,2,1,4,2,1,1,6,2,2,2,2,3,3,2905
830,4,1,1,0,2,3,3,0,3,6,3,6,1,7,0,3,3,2,3,2,2905
831,0,0,1,3,0,0,0,2,3,0,4,2,1,6,0,0,2,1,0,3,2905
832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
833,4,2,1,3,2,2,2,0,3,5,2,2,1,19,2,2,0,1,2,10,2905
834,0,5,1,0,0,0,0,0,0,0,3,0,1,2,0,0,0,2,3,2,2905
835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
836,4,0,1,2,1,0,0,2,2,0,1,2,3,3,2,2,2,2,2,6,2905
837,0,0,1,0,1,0,0,0,1,0,0,0,1,4,0,0,0,1,0,2,2905
838,0,1,2,2,0,0,1,3,0,3,15,4,4,6,6,5,3,3,3,0,2905
839,3,0,1,0,0,2,2,0,0,4,0,0,1,3,2,1,0,2,2,2,2905
840,0,2,1,1,3,0,0,0,0,0,2,0,3,3,0,0,0,2,0,2,2905
841,0,2,1,8,4,0,4,5,4,9,1,0,1,7,2,4,0,2,4,4,2905
842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
843,1,3,2,0,3,1,0,1,2,1,1,1,1,3,1,1,1,1,0,3,2905
844,0,1,1,2,0,0,1,2,0,1,2,2,1,4,3,1,0,1,1,4,2905
845,1,1,1,2,1,0,1,1,2,3,1,1,1,2,2,1,0,2,1,3,2905
846,2,2,1,2,2,2,2,2,2,0,0,2,1,3,6,2,0,1,3,8,2905
847,0,2,1,1,1,0,1,1,1,2,0,1,1,3,1,1,0,2,1,4,2905
848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
849,1,0,1,1,0,0,1,1,2,3,0,0,1,6,2,0,1,2,0,1,2905
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905
851,1,0,1,1,0,0,0,3,3,5,3,1,1,4,3,2,3,2,3,2,2905
852,0,2,1,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,2,2905
853,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
854,1,0,1,2,1,0,0,1,1,0,1,1,1,3,0,0,1,2,0,1,2905
855,0,0,1,0,0,0,1,0,0,1,2,3,1,2,4,2,0,2,0,0,2905
856,0,2,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,2905
857,0,0,1,0,0,12,8,0,6,12,0,0,1,5,0,5,0,1,7,4,2905
858,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,1,0,1,1,1,2905
859,0,2,1,0,0,1,1,0,0,0,0,0,1,3,0,1,0,2,0,1,2905
860,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
861,2,4,1,2,2,0,0,1,2,1,1,3,1,4,1,1,1,1,0,4,2905
862,0,0,1,4,0,0,2,0,0,4,2,2,1,7,0,0,0,1,4,4,2905
863,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,1,2905
864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
865,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2905
866,0,2,0,0,2,1,1,0,1,1,0,0,0,2,0,0,0,1,0,1,2905
867,0,2,1,0,2,1,1,1,1,2,0,1,3,9,1,1,1,2,1,2,2905
868,0,3,0,0,2,0,1,0,1,2,0,0,0,6,0,1,0,1,1,2,2905
869,0,0,0,2,0,0,0,2,0,2,1,0,0,3,0,0,2,1,0,0,2905
870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
871,2,0,1,1,0,0,0,1,1,0,0,1,1,3,1,0,1,1,0,1,2905
