,bloc,cahier,carnet,couverture,design,excellente,facilement,format,haute,jaune,journal,lot,notes,pages,papier,recto,solide,stylo,texture,verso,category_code
2310,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2311,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2313,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2522
2314,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2315,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2522
2317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2323,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2522
2324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2329,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2522
2339,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2341,2,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,2522
2342,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2345,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
2354,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2356,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2358,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2361,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,0,1,1,2522
2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2363,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2368,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2370,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,2522
2371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
2373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2374,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2522
2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
2381,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2522
2382,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
2384,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2522
2385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2387,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2522
2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2393,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2522
2394,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2395,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2396,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2397,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2401,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2522
2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2403,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2522
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
2409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2410,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2414,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2522
2417,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2522
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2522
2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2420,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2522
2421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2423,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2522
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
2425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2426,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2522
2427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2522
2428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2434,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2522
2435,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2522
2436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2522
2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2443,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2449,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2522
2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2459,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2461,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2463,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2464,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2466,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2522
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2470,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2522
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2473,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2474,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2522
2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2480,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2522
2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
2482,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
2489,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2490,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2491,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2522
2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2493,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2522
2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2501,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2505,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2522
2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2509,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2510,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2522
2512,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2513,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2522
2514,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2522
2515,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2519,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,0,1,1,2522
2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
2521,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2522,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2522
2524,1,0,1,1,1,1,1,1,1,2,0,0,2,1,2,1,1,0,1,1,2522
2525,1,1,2,1,1,1,1,1,1,2,2,0,2,1,1,1,1,0,1,1,2522
2526,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2522
2528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2529,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
2530,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2522
2531,2,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2522
2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2533,1,1,2,1,1,1,1,1,1,2,2,0,2,1,1,1,1,0,1,1,2522
2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2535,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2536,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
2537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2539,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2540,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2541,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2544,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2522
2545,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2522
2546,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2522
2547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2549,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2550,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2522
2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2553,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
2554,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2555,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2558,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2559,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2561,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2522
2562,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2522
2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
2564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2565,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2567,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2568,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2573,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2576,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2580,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2522
2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2582,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2583,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2522
2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
2588,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2522
2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
2593,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2594,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
2595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2597,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2522
2601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2604,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2522
2605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2522
2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
2610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2522
2611,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
