,console,denuméro,game,intégré,jeu,jeux,lecteur,marque,mini,modèle,ouicommunication,ouiecran,poche,portable,pouces,rétro,tactile,tv,vidéo,écran,category_code
630,1,0,1,0,2,2,1,1,2,1,0,1,0,0,0,1,1,2,1,1,60
631,1,1,0,0,2,1,2,1,0,1,1,0,0,1,1,0,1,0,1,1,60
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
633,1,1,0,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,1,1,60
634,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,60
635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60
636,1,1,0,0,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,60
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60
640,2,1,0,1,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,0,60
641,1,1,1,0,2,0,1,1,2,1,1,0,0,0,1,2,1,1,1,1,60
642,2,0,0,1,3,0,0,1,1,1,0,1,0,2,1,1,1,0,0,2,60
643,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,60
644,0,1,0,0,1,2,0,1,1,1,1,1,1,0,0,1,1,0,0,0,60
645,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
647,2,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,60
648,1,0,0,1,2,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,60
649,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,2,1,1,60
650,2,1,0,0,1,3,1,1,0,1,1,0,1,1,1,2,1,0,1,1,60
651,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,60
652,1,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,60
653,2,1,1,0,3,1,0,1,1,1,0,0,1,1,0,1,1,2,1,1,60
654,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
655,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
656,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,60
657,1,0,0,1,1,0,0,1,0,1,0,1,0,2,1,1,1,0,0,2,60
658,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,60
659,1,0,0,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,2,1,60
660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
661,2,0,0,0,3,0,0,1,0,0,1,0,1,1,1,1,0,0,1,2,60
662,1,1,0,0,2,0,0,1,1,1,1,1,0,0,1,0,1,0,2,1,60
663,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,60
664,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,60
665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
666,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,60
667,2,1,0,0,2,1,1,1,0,1,1,0,0,0,0,0,1,3,1,2,60
668,1,0,0,0,3,0,0,1,2,1,0,1,0,1,1,1,1,1,0,2,60
669,1,1,0,0,1,1,0,1,0,1,0,0,0,3,1,0,1,0,0,1,60
670,2,0,0,0,2,0,1,1,0,1,0,1,0,1,1,0,1,1,1,2,60
671,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,60
672,1,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,60
673,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
674,1,1,0,1,3,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,60
675,3,0,4,0,2,1,0,1,2,1,0,1,0,1,1,1,1,0,0,1,60
676,5,1,8,0,3,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,60
677,2,0,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,2,1,1,60
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
679,3,0,7,1,2,0,0,1,1,1,0,1,0,2,1,0,1,0,0,1,60
680,2,1,1,0,2,2,0,1,1,1,0,1,0,0,0,1,1,2,1,1,60
681,1,1,1,0,3,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,60
682,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,60
683,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
686,1,0,1,0,2,0,1,1,0,1,0,1,1,0,1,0,1,0,0,2,60
687,1,0,0,0,2,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,60
688,1,0,2,1,2,1,1,1,0,1,0,1,0,2,1,0,1,0,1,1,60
689,1,0,0,0,2,0,1,1,0,0,1,0,0,1,1,0,1,0,1,2,60
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
691,1,1,0,0,3,0,1,1,0,1,1,0,0,1,1,1,1,0,1,2,60
692,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
693,1,0,0,1,2,1,2,1,1,1,0,1,2,0,0,1,1,0,1,1,60
694,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,60
695,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60
696,1,1,1,1,2,1,0,1,0,1,1,0,0,2,1,0,1,0,1,1,60
697,2,0,1,0,3,0,2,1,0,1,0,1,0,1,1,0,1,0,1,2,60
698,1,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,1,60
699,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,60
700,1,1,1,1,1,1,0,1,0,1,0,1,0,2,1,0,1,0,1,0,60
701,2,0,0,1,3,0,0,1,1,1,0,1,1,0,0,1,1,3,1,1,60
702,2,1,0,1,2,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,60
703,1,0,0,0,2,0,2,1,0,1,1,0,0,1,1,0,2,0,1,2,60
704,1,0,0,1,2,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,60
705,2,1,1,0,3,0,0,1,2,1,1,0,0,1,1,1,1,1,1,2,60
706,1,1,1,0,5,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,60
707,1,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,60
708,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
709,1,0,0,0,2,1,2,1,0,1,0,1,0,1,1,0,1,0,1,1,60
710,2,0,0,0,3,0,0,1,1,1,0,1,0,2,1,1,1,0,1,1,60
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
712,1,1,1,1,2,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,60
713,1,0,0,0,2,2,1,1,0,0,1,0,0,1,0,1,0,1,1,0,60
714,2,1,0,0,1,3,1,1,0,1,1,0,1,1,1,2,1,0,1,1,60
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
716,1,0,0,0,2,1,1,1,0,1,0,1,0,2,0,0,1,0,0,1,60
717,4,1,4,0,2,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,60
718,2,1,1,0,2,0,0,1,1,1,0,0,0,2,1,1,1,0,0,1,60
719,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,2,60
720,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
722,5,0,5,0,3,1,1,1,1,1,0,0,0,1,0,1,1,5,1,1,60
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
725,1,0,1,1,2,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,60
726,4,0,6,1,1,2,1,1,0,1,0,1,0,2,1,0,1,0,1,1,60
727,1,0,0,1,2,1,2,1,1,1,0,1,2,0,0,1,1,0,1,1,60
728,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,60
729,2,1,0,0,1,2,0,1,1,1,1,0,0,0,1,0,1,0,1,2,60
730,2,1,0,0,3,0,0,1,0,1,1,0,0,2,1,1,1,0,1,1,60
731,2,0,0,0,2,0,1,1,0,1,1,1,0,2,1,0,2,0,1,2,60
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
734,1,1,1,1,2,0,0,1,3,1,1,0,1,1,1,1,1,0,0,1,60
735,2,0,3,1,4,0,0,1,0,1,0,0,0,3,0,0,1,0,1,2,60
736,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,60
737,1,0,1,0,0,3,0,1,0,1,0,1,1,0,0,1,1,0,1,1,60
738,1,1,0,0,3,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,60
739,2,0,0,0,3,1,1,1,0,1,0,1,1,0,0,2,1,0,0,1,60
740,1,1,0,1,2,0,1,1,0,1,1,0,0,1,1,2,1,1,1,2,60
741,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,60
742,0,1,3,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,60
743,2,0,1,0,3,0,0,1,2,1,0,1,0,1,1,1,1,1,1,2,60
744,1,0,0,0,3,1,0,1,1,1,0,1,0,2,1,1,1,0,0,1,60
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
746,1,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,1,1,2,1,60
747,2,1,1,0,5,0,0,1,1,1,1,0,0,0,1,2,1,0,0,1,60
748,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,2,60
749,1,1,0,0,3,0,1,1,0,1,0,1,0,0,0,1,1,2,1,1,60
750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
751,1,1,1,1,2,1,1,1,1,1,0,0,2,1,0,1,1,0,1,2,60
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
754,1,0,1,1,2,0,1,1,0,1,0,1,0,2,1,0,1,0,1,1,60
755,2,1,4,1,1,1,0,1,2,1,1,0,0,1,0,1,1,3,1,1,60
756,2,0,0,0,2,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,60
757,1,0,1,0,2,2,1,1,0,1,0,1,1,0,1,0,1,0,1,1,60
758,1,1,0,1,1,1,0,1,0,1,1,0,0,2,1,1,1,0,0,2,60
759,4,0,4,0,3,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,60
760,1,0,0,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,60
761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
762,1,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,0,1,1,60
763,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,60
764,1,0,1,0,2,2,1,1,0,1,0,1,0,1,1,0,1,0,1,1,60
765,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,2,60
766,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
768,1,0,2,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,60
769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
770,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,60
771,2,1,1,1,3,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,60
772,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,60
773,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,60
774,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60
775,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,60
776,0,1,0,0,2,1,0,1,0,1,1,0,0,2,1,0,1,0,1,1,60
777,1,0,5,1,1,1,0,1,3,1,0,0,0,1,0,1,1,4,1,1,60
778,2,1,0,0,2,0,0,1,1,1,1,0,0,1,1,0,1,0,0,2,60
779,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,2,60
780,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,60
781,1,1,0,0,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,60
782,1,0,0,0,0,3,0,1,1,1,0,0,0,1,0,1,1,0,2,0,60
783,1,0,1,1,3,0,1,1,0,1,0,1,0,2,0,2,1,0,2,1,60
784,0,1,0,0,3,0,0,1,1,1,1,0,0,1,0,0,1,0,3,0,60
785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
786,1,0,0,1,1,1,1,1,1,0,1,0,0,2,1,1,1,0,0,1,60
787,1,1,1,0,2,1,0,1,0,1,0,1,2,2,1,0,1,0,0,1,60
788,1,1,0,1,2,1,1,1,1,1,1,0,2,1,0,1,1,0,0,1,60
789,2,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,60
790,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,60
791,1,0,1,1,3,0,1,1,0,1,0,1,0,2,0,2,1,0,2,1,60
792,1,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,2,60
793,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,2,60
794,2,0,0,0,3,0,0,1,1,1,0,1,0,1,0,0,1,0,3,1,60
795,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,60
796,1,1,0,1,2,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,60
797,1,0,1,0,2,1,0,1,0,1,0,1,0,3,1,1,1,0,0,1,60
798,6,1,5,1,3,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,60
799,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,60
800,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,60
801,2,0,0,1,2,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,60
802,3,0,0,0,3,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,60
803,0,1,2,1,0,3,0,1,0,1,0,1,1,0,1,0,1,0,1,1,60
804,1,0,0,1,2,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,60
805,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,60
806,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,60
807,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,2,60
808,2,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,2,1,1,60
809,2,0,1,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,60
810,1,1,0,1,3,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,60
811,1,0,0,0,2,1,0,1,2,1,0,1,0,1,0,1,1,0,1,1,60
812,2,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,60
813,1,0,2,1,2,0,1,1,2,1,0,1,1,1,0,2,1,3,1,0,60
814,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,60
815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
816,1,0,0,1,2,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,60
817,2,1,0,1,2,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,60
818,1,1,1,0,3,0,2,1,0,1,1,0,0,1,1,0,1,0,1,2,60
819,1,0,1,0,1,2,0,1,1,1,0,1,0,1,0,1,1,0,1,1,60
820,1,0,0,1,2,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,60
821,5,0,4,1,2,2,0,1,1,1,0,1,1,2,0,1,1,0,1,0,60
822,5,1,5,1,3,1,1,1,1,1,1,0,0,1,0,1,1,3,1,1,60
823,1,0,2,1,2,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,60
824,2,1,1,0,3,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,60
825,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,60
826,1,1,1,1,2,1,2,1,2,1,1,0,2,0,0,1,1,0,1,1,60
827,1,1,1,0,2,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,60
828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
829,1,0,0,0,11,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60
830,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,60
831,1,0,1,1,1,2,0,1,0,1,0,1,0,1,0,1,1,0,1,1,60
