,air,auto,bébé,eau,enfant,enfants,lit,main,matériel,mode,mso,poussette,roues,réglable,sac,siège,style,sécurité,type,voyage,category_code
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
618,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1320
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
622,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1320
623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
624,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1320
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
633,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
634,0,6,1,0,0,0,0,1,0,0,0,13,15,10,2,6,0,8,0,0,1320
635,0,6,1,0,0,0,0,1,0,0,0,14,16,10,2,6,0,8,0,0,1320
636,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1320
637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
638,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
641,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
652,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
654,0,0,3,0,1,1,0,0,0,1,0,1,0,0,3,0,1,0,0,0,1320
655,0,0,7,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,1,0,1320
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
658,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1320
659,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
660,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,1320
661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
663,5,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1320
666,0,0,14,0,0,0,0,0,0,1,0,0,0,2,2,1,0,3,0,0,1320
667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
668,1,0,0,0,0,0,0,1,1,3,0,0,0,1,9,0,2,0,1,2,1320
669,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
670,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
672,0,0,0,0,0,0,0,2,1,4,0,0,0,0,8,0,1,0,2,1,1320
673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
674,0,0,2,0,0,1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1320
675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1320
677,1,0,0,0,0,0,0,1,1,2,0,0,0,0,5,0,2,0,1,3,1320
678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1320
679,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
681,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
682,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1320
683,0,0,2,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1320
684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
685,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
686,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,1320
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
690,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,1320
691,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
692,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,1,0,0,1,1320
693,0,0,3,0,1,1,0,0,0,1,0,1,0,0,3,0,1,0,0,0,1320
694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
695,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1320
696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
697,1,0,0,0,0,0,0,1,1,3,0,0,0,0,6,0,3,0,1,1,1320
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
699,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1320
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1320
701,0,0,3,0,1,1,11,0,0,0,0,0,0,3,0,0,0,0,0,0,1320
702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1320
707,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,1320
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
710,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1320
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
712,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8,0,2,0,1,3,1320
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
716,0,2,3,0,1,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,1320
717,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
718,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1320
719,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1320
720,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1320
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
722,1,0,0,0,0,0,0,1,1,3,0,0,0,1,8,0,2,0,1,2,1320
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
725,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1320
727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
729,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1320
730,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1320
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
733,1,0,0,0,0,0,0,3,1,2,0,0,0,0,7,0,2,0,1,2,1320
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
738,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
739,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1320
740,0,0,0,0,0,0,0,1,1,2,0,0,0,0,8,0,2,0,2,2,1320
741,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
746,1,0,0,0,0,0,0,2,1,1,0,0,0,0,9,0,2,0,1,2,1320
747,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
749,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
750,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
754,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1320
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
759,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
760,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1320
761,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
762,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
763,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
764,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
766,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
767,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
770,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
772,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1320
773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
774,2,5,1,0,0,0,0,1,2,0,0,12,14,7,1,5,0,7,0,0,1320
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1320
776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
777,0,0,52,0,1,0,0,0,5,0,0,0,0,0,8,0,0,0,0,7,1320
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
781,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1320
783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
784,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
785,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1320
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
789,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
792,0,0,0,0,0,0,0,3,2,2,0,0,0,0,6,0,1,0,2,1,1320
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
795,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
796,1,0,0,0,0,0,0,2,2,3,0,0,0,0,11,0,3,0,1,4,1320
797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
798,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
802,0,0,3,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1320
803,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1320
804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
805,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
808,0,0,3,0,0,2,4,0,1,0,0,0,0,0,0,0,1,0,1,0,1320
809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1320
817,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
820,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1320
825,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
826,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1320
827,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
830,0,0,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1320
831,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1320
832,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1320
833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
834,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
838,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1320
839,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
840,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
843,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
846,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
847,0,0,0,0,0,0,0,1,0,3,0,0,0,0,7,0,2,0,2,2,1320
848,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1320
849,0,0,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1320
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
856,1,0,0,0,0,0,0,1,1,1,0,0,0,0,7,0,2,0,1,3,1320
857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
861,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1320
862,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
863,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,3,0,2,1,1320
864,1,0,0,0,0,0,0,4,1,1,0,0,0,0,15,0,2,0,1,2,1320
865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
866,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1320
867,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1320
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
870,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
871,0,0,3,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1320
872,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1320
873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
875,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
876,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,1320
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
883,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
887,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
889,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1320
890,1,0,0,0,0,0,0,4,1,2,0,0,0,0,10,0,2,0,1,4,1320
891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
893,0,0,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1320
894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
895,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1320
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
897,1,6,0,0,1,0,0,2,0,0,0,2,0,5,0,6,0,4,0,0,1320
898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
899,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1320
900,0,0,0,0,0,0,0,1,0,3,79,0,0,0,5,0,19,0,2,1,1320
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
904,1,0,0,0,0,0,0,2,1,3,0,0,0,0,9,0,2,0,1,4,1320
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1320
906,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
907,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
909,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1320
910,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
911,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1320
912,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1320
913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
914,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
921,1,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1320
923,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,0,1,0,0,1320
924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
925,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
