,canapé,coton,coussin,couverture,décoration,eau,haute,home,housse,lin,matériel,mesure,oreiller,pc,plaît,polyester,qualité,raison,style,taie,category_code
2143,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1920
2144,1,1,2,2,0,2,0,0,0,1,1,0,3,1,1,0,0,0,1,4,1920
2145,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
2146,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,0,0,1,1920
2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2148,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1920
2149,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1920
2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2151,0,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
2152,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2154,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2155,0,0,0,1,0,0,1,0,7,0,1,0,1,0,0,2,1,0,0,5,1920
2156,3,0,1,2,0,0,0,2,0,0,1,1,3,1,2,0,0,0,1,3,1920
2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2159,1,1,2,2,0,0,0,0,0,0,0,1,4,1,2,0,0,0,1,6,1920
2160,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1920
2161,0,0,0,3,0,0,1,0,15,0,1,7,0,0,11,2,1,7,1,16,1920
2162,1,2,2,0,1,0,1,2,0,1,2,2,3,0,1,0,1,0,3,2,1920
2163,2,0,2,0,0,2,0,2,0,0,1,0,1,0,1,3,0,0,0,4,1920
2164,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,3,1920
2165,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
2166,2,3,2,0,1,0,0,1,0,1,1,1,0,1,2,0,0,0,1,4,1920
2167,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1920
2168,1,0,2,0,0,0,0,2,0,0,0,1,4,1,2,0,0,0,0,4,1920
2169,0,3,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1,1920
2170,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1920
2171,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,1920
2172,2,0,4,1,1,0,0,0,0,2,1,1,2,0,0,0,0,1,0,1,1920
2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2174,1,1,0,0,0,2,0,0,0,3,1,0,3,0,1,0,0,0,1,3,1920
2175,3,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
2176,3,0,2,0,0,0,0,2,0,1,1,1,4,1,2,0,0,0,0,4,1920
2177,3,0,4,0,1,0,1,0,1,2,2,2,4,0,1,0,1,0,3,0,1920
2178,2,0,2,0,0,0,1,2,0,1,0,1,1,1,2,0,1,0,0,4,1920
2179,0,0,1,0,1,2,0,1,0,1,1,1,2,0,1,0,0,3,3,4,1920
2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2181,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1920
2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2183,2,1,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,2,1920
2184,1,0,3,0,2,0,2,1,0,0,2,2,1,1,1,0,2,0,3,3,1920
2185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1920
2186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1920
2187,2,0,3,0,0,2,0,2,0,1,1,1,1,0,1,2,0,2,1,3,1920
2188,3,0,2,0,0,0,1,2,0,0,0,1,3,1,2,0,0,0,0,4,1920
2189,2,0,2,2,2,0,1,0,0,1,0,1,4,1,2,0,1,0,0,3,1920
2190,0,2,2,0,0,0,1,2,0,2,1,1,2,1,2,0,1,0,0,4,1920
2191,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
2192,2,2,2,0,0,3,0,2,0,0,0,0,5,0,1,0,0,0,2,3,1920
2193,0,1,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,4,1920
2194,3,0,4,1,1,0,1,0,0,1,2,2,5,1,1,0,1,0,3,2,1920
2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2196,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
2197,2,3,5,1,0,0,0,0,0,1,1,1,4,0,1,0,0,3,2,4,1920
2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2199,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1920
2200,0,1,3,0,1,2,0,0,0,1,1,1,3,0,1,0,0,3,3,3,1920
2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2202,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1920
2203,0,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1920
2204,1,0,2,0,2,0,1,0,0,1,2,2,7,1,1,0,1,0,3,3,1920
2205,0,0,3,2,1,0,1,0,1,4,0,1,1,0,2,0,1,1,2,1,1920
2206,0,0,2,2,2,0,1,0,0,1,1,1,3,1,2,0,1,0,0,2,1920
2207,0,0,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
2208,0,0,1,0,0,2,0,1,0,1,1,1,1,0,1,0,0,3,1,3,1920
2209,3,0,2,1,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
2210,2,0,2,1,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,2,1920
2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2212,0,0,3,2,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,3,1920
2213,3,0,4,2,0,0,1,2,0,3,0,1,2,1,2,0,1,0,0,2,1920
2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2215,1,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
2216,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,3,1920
2217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1920
2218,1,0,1,0,1,0,0,0,0,1,1,4,6,3,3,0,0,0,2,3,1920
2219,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,2,3,0,0,0,1920
2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2221,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1920
2222,1,0,2,0,0,0,1,2,0,3,0,1,3,1,2,0,1,0,0,3,1920
2223,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1920
2224,2,2,4,0,1,0,0,0,0,3,1,1,5,1,2,0,0,0,0,5,1920
2225,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1920
2226,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1920
2227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1920
2228,3,0,2,0,0,0,1,2,0,1,0,1,3,1,2,0,1,0,0,1,1920
2229,1,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
2230,0,0,1,0,1,2,0,1,0,2,1,1,1,0,1,0,0,3,1,3,1920
2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2233,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2236,2,0,2,2,1,0,0,0,0,1,1,2,5,1,1,0,0,0,0,2,1920
2237,2,0,3,3,1,0,0,0,1,1,1,0,8,1,0,0,1,0,0,6,1920
2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2239,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1920
2240,1,0,1,0,1,0,1,0,1,1,0,1,2,1,2,0,1,0,0,1,1920
2241,1,0,2,1,2,0,1,0,0,1,2,2,7,1,1,0,1,0,3,3,1920
2242,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
2243,0,1,4,0,0,0,1,0,2,0,1,1,0,1,2,0,1,0,0,4,1920
2244,4,3,5,2,2,0,0,0,0,1,1,1,4,0,1,0,0,3,0,2,1920
2245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2246,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,4,1920
2247,1,0,2,0,0,0,1,2,0,3,0,1,1,1,2,0,1,0,0,3,1920
2248,3,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
2249,0,0,3,0,1,0,1,1,0,1,0,1,2,1,2,0,1,0,0,3,1920
2250,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1920
2251,1,0,4,2,0,0,1,0,0,1,0,1,2,1,2,0,1,0,0,4,1920
2252,0,1,2,0,0,0,4,2,0,0,1,0,1,1,0,0,4,0,0,0,1920
2253,3,1,3,2,1,0,1,0,0,0,2,2,6,1,1,0,1,0,3,2,1920
2254,0,1,3,0,1,2,0,0,0,1,1,1,3,0,1,0,0,3,3,3,1920
2255,0,0,0,2,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,1,1920
2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
2257,0,0,1,0,0,2,0,1,0,1,1,1,1,0,1,0,0,3,1,3,1920
2258,0,0,2,0,0,0,1,0,0,0,1,0,5,0,0,0,1,0,0,0,1920
2259,0,0,2,0,1,0,1,1,1,0,0,1,3,1,2,0,1,0,0,3,1920
2260,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
2261,1,0,2,0,0,0,1,2,0,0,0,1,3,2,2,0,0,0,0,2,1920
2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2263,2,0,2,0,0,0,1,2,0,1,0,1,4,1,2,0,1,0,0,2,1920
2264,1,0,2,0,0,0,1,2,0,1,0,1,1,1,2,0,1,0,0,3,1920
2265,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
2266,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1920
2267,0,0,2,0,2,0,0,0,1,0,1,0,2,0,1,0,0,1,0,1,1920
2268,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1920
2269,1,0,3,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,1920
2270,4,6,2,1,6,4,1,2,0,6,2,0,13,0,1,0,1,3,1,1,1920
2271,0,0,1,0,1,2,0,1,0,1,1,1,1,0,1,0,0,3,1,3,1920
2272,0,0,1,0,2,2,0,0,0,0,1,1,1,0,1,0,0,3,1,3,1920
2273,2,0,2,1,2,0,1,2,0,0,1,0,6,0,0,0,1,0,1,2,1920
2274,3,1,2,2,2,0,1,0,0,1,1,1,4,1,2,0,1,0,1,4,1920
2275,0,0,2,0,0,0,1,2,0,0,1,1,2,1,2,0,1,0,0,4,1920
2276,2,0,2,2,1,1,0,0,0,1,1,2,6,1,1,0,0,0,0,2,1920
2277,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
2278,3,0,2,0,0,0,1,2,0,0,1,1,2,1,2,0,1,0,0,4,1920
2279,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,1920
2280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1920
2281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2282,3,0,3,0,1,0,1,0,0,1,2,2,3,0,1,0,1,0,3,0,1920
2283,1,0,2,0,1,0,1,0,0,1,2,2,6,1,1,0,1,0,3,3,1920
2284,0,2,4,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,2,1920
2285,0,2,2,0,0,2,1,2,0,3,1,0,1,1,1,0,1,0,0,4,1920
2286,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2287,3,0,3,0,2,0,0,5,0,4,4,6,18,5,3,0,0,0,5,7,1920
2288,2,0,3,0,2,1,1,0,1,0,1,0,11,0,3,0,1,4,0,7,1920
2289,3,0,4,2,1,0,1,0,0,1,2,2,2,1,1,0,1,0,3,2,1920
2290,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1920
2291,0,2,4,1,1,0,1,0,2,0,1,0,1,0,1,0,1,0,0,3,1920
2292,2,0,3,2,1,0,1,0,0,0,2,0,4,0,1,1,1,2,0,3,1920
2293,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2294,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2296,2,3,2,0,1,0,0,1,0,1,1,1,2,1,2,0,0,0,1,4,1920
2297,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,0,1920
2298,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1920
2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2300,3,1,3,0,2,0,0,0,0,1,0,1,3,1,2,0,0,0,1,3,1920
2301,1,0,1,0,1,0,1,0,2,0,0,1,2,1,0,0,1,0,0,1,1920
2302,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
2303,1,0,3,0,2,0,2,1,0,0,2,2,6,1,1,0,2,0,3,4,1920
2304,1,0,2,0,0,1,0,2,0,0,0,0,4,1,0,0,0,1,0,1,1920
2305,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1920
2306,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2307,0,1,2,0,1,2,0,0,0,1,1,1,3,0,1,0,0,3,3,3,1920
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2309,3,0,3,2,1,0,1,0,0,1,2,2,7,1,1,0,1,0,3,3,1920
2310,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1920
2311,0,0,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,2,0,1,1920
2312,3,0,4,2,1,0,1,0,0,1,2,2,2,1,1,0,1,0,3,2,1920
2313,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1920
2314,4,0,3,0,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,3,1920
2315,1,1,4,0,1,2,0,2,1,2,1,1,2,0,1,0,0,3,1,4,1920
2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2317,2,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1920
2318,1,0,5,0,0,0,1,2,1,0,1,1,2,1,2,0,1,0,0,1,1920
2319,1,0,2,0,2,0,1,0,0,1,2,2,7,1,1,0,1,0,3,3,1920
2320,1,0,0,0,1,1,0,0,0,4,2,2,9,1,1,0,0,1,4,5,1920
2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2322,2,0,2,0,1,0,1,1,0,1,0,1,1,1,2,0,1,0,0,2,1920
2323,0,1,2,0,0,0,1,2,0,1,0,1,1,1,2,0,1,0,0,2,1920
2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2325,2,0,3,0,2,1,1,0,1,0,1,0,11,0,3,0,1,4,0,7,1920
2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2327,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,1920
2328,3,0,4,0,2,0,0,1,0,1,2,1,4,1,0,0,0,0,3,2,1920
2329,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,2,1920
2330,1,3,4,0,0,0,1,0,1,2,1,1,0,1,2,0,1,0,0,4,1920
2331,2,3,5,1,0,0,0,0,0,1,1,1,4,0,1,0,0,3,2,4,1920
2332,3,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2335,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
2336,2,0,1,0,2,2,0,0,0,0,1,1,1,0,1,1,0,3,1,3,1920
2337,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1920
2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
2339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
2340,0,0,0,0,0,0,2,0,7,0,1,0,3,0,0,2,1,0,1,2,1920
2341,1,0,2,0,2,2,1,0,0,0,1,1,3,1,2,0,1,1,0,1,1920
2342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2343,0,0,2,0,0,0,1,0,2,1,0,1,1,1,2,0,1,0,0,3,1920
2344,1,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1920
2345,1,2,2,2,0,0,0,0,0,2,0,1,3,1,2,0,0,0,2,2,1920
2346,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1920
2347,2,3,3,0,0,0,0,2,0,1,1,1,0,0,1,0,0,3,1,3,1920
2348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2349,4,0,2,2,4,0,0,0,0,2,2,6,11,4,3,0,0,0,3,4,1920
2350,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1920
2351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1920
2352,1,1,5,1,0,0,1,0,2,2,1,0,3,0,0,0,1,0,0,4,1920
2353,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1920
2354,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1920
2355,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1920
2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2357,0,0,0,0,0,16,0,0,0,0,0,3,0,0,2,0,0,3,0,3,1920
2358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
2359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920
2360,1,0,2,1,1,0,0,0,1,1,2,2,7,1,1,0,0,0,3,2,1920
2361,2,0,3,0,1,0,1,2,0,0,2,0,4,0,1,3,1,2,0,3,1920
2362,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1920
2363,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
2364,0,0,2,0,1,0,1,1,1,0,0,1,1,1,2,2,1,0,0,4,1920
2365,0,0,3,1,0,1,0,0,0,0,1,1,1,0,1,0,0,2,1,3,1920
2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2367,0,1,2,0,0,0,1,0,0,0,1,1,7,0,2,0,1,0,0,2,1920
2368,1,0,3,1,1,0,0,1,0,0,1,0,2,0,1,0,0,1,0,3,1920
2369,0,1,2,0,0,2,0,2,0,2,1,0,3,1,0,0,0,1,1,1,1920
2370,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1920
2371,0,0,4,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1920
2372,3,1,0,0,3,3,2,1,0,1,1,3,13,3,6,0,2,0,0,8,1920
2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2374,0,0,2,0,0,0,1,0,1,0,1,1,1,1,2,0,1,0,0,1,1920
2375,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1920
2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2377,0,1,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,1920
2378,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1920
2379,0,0,0,0,0,0,1,0,0,1,0,1,4,1,2,1,1,0,0,4,1920
2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
2381,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2382,0,0,7,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1920
2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2384,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1920
2385,1,0,2,0,1,0,1,0,1,1,2,2,3,1,1,0,1,0,3,3,1920
2386,1,1,2,0,0,2,0,2,0,0,1,0,6,1,0,0,0,1,1,1,1920
2387,1,3,6,3,0,0,1,0,3,3,1,0,0,0,0,0,1,0,0,1,1920
2388,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1920
2389,3,0,2,2,0,0,1,2,0,2,0,1,2,1,2,0,1,0,2,4,1920
2390,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
2391,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1920
2392,2,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
2393,0,0,0,6,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1920
2394,0,2,5,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1920
2395,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2396,2,0,3,0,0,1,0,2,0,0,1,1,2,0,1,2,0,2,1,4,1920
2397,3,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2399,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1920
2400,1,0,4,0,0,0,1,2,0,1,0,1,1,1,2,0,1,0,0,3,1920
2401,2,0,4,1,1,0,0,0,0,3,1,0,7,1,0,0,0,0,0,5,1920
2402,0,0,2,0,0,1,0,0,1,0,1,1,2,0,1,1,0,2,1,5,1920
2403,1,0,2,0,0,0,1,2,0,1,0,1,3,1,2,0,1,0,0,3,1920
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2406,2,3,3,0,0,2,0,2,0,1,1,1,1,0,1,0,0,3,1,3,1920
2407,1,0,2,0,0,0,1,2,0,1,0,1,3,1,2,0,1,0,0,3,1920
2408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2409,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1920
2410,3,0,4,0,1,0,1,0,0,1,2,2,3,0,1,0,1,0,3,0,1920
2411,1,1,3,0,3,0,1,0,1,1,0,0,1,0,0,0,2,0,0,2,1920
2412,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
2413,1,0,2,1,1,0,1,0,0,0,2,0,7,0,1,0,1,2,0,5,1920
2414,5,0,0,2,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1920
2415,0,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1920
2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2417,2,0,2,0,1,0,1,0,0,1,2,2,7,1,1,0,1,0,3,1,1920
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2419,3,0,4,1,2,0,1,0,0,1,0,1,4,1,2,0,1,0,0,3,1920
2420,3,1,5,1,1,0,0,0,0,1,1,1,5,0,1,2,0,3,2,3,1920
2421,3,0,2,0,0,0,0,2,0,0,1,0,4,1,1,0,0,0,0,5,1920
2422,3,1,2,1,2,0,1,0,0,1,1,1,3,1,2,0,0,0,1,3,1920
2423,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1920
2424,1,0,3,0,3,0,1,0,0,0,2,0,3,0,1,3,1,2,0,3,1920
2425,0,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,4,1920
2426,1,0,2,2,0,0,1,2,0,0,0,1,4,1,2,3,1,0,0,1,1920
2427,0,1,2,0,1,0,1,0,1,1,0,1,1,1,2,0,1,0,0,2,1920
2428,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
2429,0,2,2,0,1,0,1,1,1,1,1,1,4,0,2,0,1,0,0,4,1920
2430,1,0,2,0,2,0,1,0,0,1,2,2,4,0,1,0,1,0,3,2,1920
2431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
2432,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1920
2434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2435,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
2436,0,0,0,0,0,10,0,0,1,0,1,1,1,0,2,2,0,1,0,3,1920
2437,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
2438,0,1,3,1,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
2439,3,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
2440,0,0,2,0,0,0,0,2,0,1,1,0,3,1,0,0,0,1,1,1,1920
2441,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1920
2442,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
2443,0,0,3,2,1,0,1,0,1,4,0,1,1,0,2,0,1,1,2,1,1920
2444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1920
